,SEX,INSR_BEGIN,INSR_END,EFFECTIVE_YR,INSR_TYPE,INSURED_VALUE,PREMIUM,OBJECT_ID,PROD_YEAR,SEATS_NUM,CARRYING_CAPACITY,TYPE_VEHICLE,CCM_TON,MAKE,USAGE,CLAIM_PAID,brand,average_speed,avg_daily_charges,fatigue_driving_ratio,late_night_trip_ratio,avg_late_night_trip_mileage,high_temp_driving_ratio,battery_type_lfp,initial_battery_soc,avg_charge_duration,insurance_commercial_third_party,insurance_compulsory_third_party,average_loss,predicted_premium
246,0,13-SEP-22,13-SEP-23,2022,1206,455713.66,8377.38,5000000246,2015,4,0,MPV,2900.0,本田,家用,45620.93,品牌A,88.37,0.0,0.14938,0.056904,7.5,0.009564,1,30.03,6203.38,0,1,7089.13,2573.41
247,1,25-SEP-23,24-SEP-24,2023,1202,277057.59,2815.98,5000000247,2020,7,0,MPV,3200.0,大众,自用货物,0.0,品牌A,62.82,0.0,0.031539,0.224376,1.82,0.048791,0,0.0,0.0,0,1,0.0,2340.66
248,0,13-DEC-23,12-DEC-24,2023,1202,481609.55,12774.14,5000000248,2015,5,0,MPV,2100.0,长安,家用,0.0,品牌B,34.63,0.0,0.145569,0.260446,6.07,0.034137,0,0.0,0.0,1,1,0.0,1718.58
249,0,13-MAY-24,13-MAY-25,2024,1201,247027.78,6343.02,5000000249,2022,2,11,皮卡,2300.0,比亚迪,商用,0.0,品牌B,96.43,0.0,0.095185,0.039479,7.07,0.184713,1,76.56,1965.47,0,1,0.0,1381.11
250,1,04-MAR-23,03-MAR-24,2023,1203,287171.94,4244.6,5000000250,2016,2,5,货车,5700.0,宝马,自用货物,0.0,品牌A,60.47,0.0,0.141809,0.225165,4.76,0.11655,0,75.82,5338.47,0,1,0.0,3062.02
251,1,05-SEP-22,05-SEP-23,2022,1203,269035.13,1496.85,5000000251,2015,2,5,货车,5600.0,宝马,商用,0.0,品牌A,92.03,0.0,0.137645,0.011672,4.58,0.063601,0,71.6,3317.14,1,1,0.0,4460.52
252,0,06-APR-23,05-APR-24,2023,1206,80451.45,2182.64,5000000252,2021,5,0,轿车,2400.0,丰田,租赁,0.0,品牌D,95.89,73.56,0.116783,0.066404,8.53,0.021216,0,40.79,4616.91,1,1,0.0,2719.29
253,1,03-MAR-24,03-MAR-25,2024,1206,443572.85,6407.47,5000000253,2023,5,0,SUV,1200.0,比亚迪,家用,4185.52,品牌E,93.36,0.0,0.054977,0.228087,7.88,0.006429,1,62.21,6046.51,1,1,7635.35,3180.11
254,1,18-AUG-23,17-AUG-24,2023,1204,381002.67,2488.72,5000000254,2021,7,0,SUV,1400.0,别克,自用货物,39570.25,品牌C,89.2,84.89,0.195119,0.213972,9.82,0.049737,0,0.0,0.0,0,1,5011.46,3074.71
255,1,13-AUG-23,12-AUG-24,2023,1205,318035.57,8070.31,5000000255,2019,2,2,货车,2400.0,奥迪,租赁,44014.06,品牌D,97.72,69.6,0.08487,0.079985,8.71,0.073402,0,89.31,6219.22,0,1,6486.0,6421.55
256,1,11-SEP-22,11-SEP-23,2022,1206,336518.54,6418.0,5000000256,2021,4,0,轿车,3000.0,奥迪,公务,0.0,品牌B,94.81,0.0,0.003652,0.178114,2.41,0.171248,0,0.0,0.0,0,1,0.0,2007.89
257,1,15-JUL-23,14-JUL-24,2023,1203,484499.56,12313.21,5000000257,2013,5,0,MPV,2600.0,比亚迪,租赁,49508.95,品牌A,57.32,0.0,0.009807,0.005912,0.24,0.071402,0,0.0,0.0,0,1,7228.1,3452.62
258,0,25-OCT-23,24-OCT-24,2023,1203,358611.79,5476.76,5000000258,2020,4,10,皮卡,3400.0,比亚迪,公务,0.0,品牌E,96.47,0.0,0.132932,0.272409,6.47,0.170417,0,47.51,6068.72,0,1,0.0,1051.53
259,0,08-FEB-23,08-FEB-24,2023,1205,230532.48,3529.86,5000000259,2021,2,5,皮卡,2800.0,别克,租赁,44652.88,品牌D,80.07,16.28,0.045682,0.206684,5.03,0.138757,0,86.52,6241.34,0,1,10280.13,2079.17
260,1,20-JUL-23,19-JUL-24,2023,1203,99278.1,1598.37,5000000260,2020,4,0,轿车,1000.0,奥迪,商用,0.0,品牌A,93.78,0.0,0.122378,0.065755,2.45,0.035383,0,0.0,0.0,1,1,0.0,1587.18
261,1,23-JUN-23,22-JUN-24,2023,1201,421322.04,8665.77,5000000261,2014,3,8,客车,3200.0,吉利,租赁,0.0,品牌E,50.31,0.0,0.111193,0.238808,2.17,0.020565,1,40.74,4108.19,1,1,0.0,5447.45
262,1,15-DEC-22,15-DEC-23,2022,1203,194475.33,5192.53,5000000262,2018,7,0,轿车,2400.0,宝马,商用,0.0,品牌A,50.72,0.0,0.135363,0.287741,9.76,0.045275,0,0.0,0.0,1,1,0.0,2131.08
263,1,28-MAY-22,28-MAY-23,2022,1203,276855.86,2296.55,5000000263,2013,2,10,客车,2600.0,吉利,自用货物,0.0,品牌B,57.16,0.0,0.011307,0.112701,2.91,0.187225,1,47.68,3944.59,0,1,0.0,2926.86
264,0,07-JAN-23,07-JAN-24,2023,1206,207241.36,3375.36,5000000264,2020,2,17,客车,2300.0,奥迪,自用货物,0.0,品牌C,47.73,62.73,0.01632,0.220369,3.12,0.13745,0,70.5,4926.9,1,1,0.0,4047.52
265,1,15-OCT-23,14-OCT-24,2023,1202,337511.59,5070.56,5000000265,2019,4,0,SUV,2200.0,丰田,租赁,0.0,品牌B,54.13,0.0,0.011362,0.206405,9.39,0.118898,0,0.0,0.0,1,1,0.0,4213.97
266,1,21-DEC-22,21-DEC-23,2022,1203,454247.66,11268.23,5000000266,2018,7,0,轿车,3300.0,奔驰,租赁,0.0,品牌B,68.22,0.0,0.146972,0.141495,3.19,0.048312,0,0.0,0.0,0,1,0.0,3218.52
267,1,22-JUN-23,21-JUN-24,2023,1203,199730.88,5337.03,5000000267,2017,5,0,MPV,1600.0,大众,公务,0.0,品牌C,36.67,65.7,0.195782,0.288457,4.85,0.051786,0,0.0,0.0,1,1,0.0,1462.77
268,0,05-NOV-23,04-NOV-24,2023,1201,379170.23,4181.77,5000000268,2017,4,9,皮卡,5800.0,比亚迪,家用,0.0,品牌E,54.95,0.0,0.056616,0.199074,5.21,0.119613,0,0.0,0.0,0,1,0.0,958.94
269,0,28-SEP-23,27-SEP-24,2023,1202,324030.66,5554.15,5000000269,2018,7,0,SUV,1500.0,比亚迪,家用,0.0,品牌D,82.28,33.11,0.082554,0.02749,6.88,0.080456,1,42.29,5087.83,1,1,0.0,2029.0
270,1,12-APR-24,12-APR-25,2024,1202,259444.33,2446.9,5000000270,2017,7,0,轿车,2400.0,丰田,租赁,0.0,品牌D,47.49,18.13,0.077316,0.092347,4.87,0.088228,1,74.46,5360.15,0,1,0.0,2192.67
271,1,23-SEP-23,22-SEP-24,2023,1205,68322.86,521.98,5000000271,2014,4,3,皮卡,4000.0,吉利,公务,23065.17,品牌C,96.95,25.08,0.089536,0.202706,9.78,0.014352,0,0.0,0.0,0,1,19281.31,698.18
272,1,20-MAR-23,19-MAR-24,2023,1201,284951.75,6370.64,5000000272,2016,4,0,MPV,2600.0,比亚迪,商用,0.0,品牌D,54.36,98.51,0.09828,0.026142,6.85,0.065496,0,0.0,0.0,1,1,0.0,2503.72
273,0,17-MAR-23,16-MAR-24,2023,1201,99118.68,1011.32,5000000273,2020,5,0,MPV,3300.0,大众,自用货物,0.0,品牌C,35.93,52.84,0.061358,0.245719,3.52,0.180935,0,0.0,0.0,0,1,0.0,2193.14
274,0,15-SEP-23,14-SEP-24,2023,1203,380124.51,7548.25,5000000274,2016,4,0,SUV,1500.0,丰田,租赁,0.0,品牌A,81.38,0.0,0.15117,0.218295,3.61,0.195924,0,77.25,6232.65,1,1,0.0,3145.13
275,0,21-OCT-23,20-OCT-24,2023,1202,210929.17,3918.32,5000000275,2019,4,0,MPV,2400.0,奔驰,公务,0.0,品牌D,87.49,50.29,0.05974,0.097828,5.23,0.064014,1,83.25,2940.09,0,1,0.0,1898.02
276,0,31-MAY-23,30-MAY-24,2023,1204,189849.42,5018.95,5000000276,2013,2,17,货车,2500.0,奔驰,自用货物,0.0,品牌A,59.14,0.0,0.02424,0.247498,6.78,0.173018,0,0.0,0.0,1,1,0.0,1900.78
277,0,05-MAR-23,04-MAR-24,2023,1204,70880.07,1440.52,5000000277,2020,5,0,MPV,2000.0,奔驰,商用,0.0,品牌B,67.33,0.0,0.033348,0.290965,1.13,0.027957,0,0.0,0.0,1,1,0.0,2611.0
278,1,19-JAN-23,19-JAN-24,2023,1205,388241.75,11162.47,5000000278,2021,4,0,SUV,1600.0,比亚迪,商用,0.0,品牌B,32.56,0.0,0.031059,0.248457,7.86,0.113387,0,0.0,0.0,0,1,0.0,3588.44
279,0,11-NOV-22,11-NOV-23,2022,1204,485802.4,7409.82,5000000279,2012,3,14,客车,4100.0,本田,租赁,17016.69,品牌D,56.69,97.33,0.168326,0.127182,7.55,0.185551,1,37.38,2412.05,0,1,6886.8,7020.17
280,0,27-NOV-23,26-NOV-24,2023,1206,117144.86,1113.99,5000000280,2018,7,0,轿车,2300.0,本田,自用货物,0.0,品牌A,54.69,0.0,0.088908,0.00221,6.36,0.013238,1,88.37,3094.44,0,1,0.0,1276.17
281,1,02-OCT-22,02-OCT-23,2022,1204,92035.0,915.33,5000000281,2014,4,0,轿车,1400.0,宝马,租赁,0.0,品牌B,57.28,0.0,0.107405,0.18477,2.01,0.159053,0,34.83,6600.11,0,1,0.0,1540.19
282,1,20-OCT-22,20-OCT-23,2022,1204,237468.94,3183.58,5000000282,2017,3,3,客车,5400.0,别克,商用,0.0,品牌E,49.26,0.0,0.047533,0.283999,9.28,0.012476,0,0.0,0.0,0,1,0.0,6419.71
283,1,09-MAY-24,09-MAY-25,2024,1201,256685.87,3786.53,5000000283,2024,7,0,MPV,2400.0,吉利,商用,22739.95,品牌E,83.56,0.0,0.13739,0.119284,8.13,0.152602,0,0.0,0.0,0,1,2907.33,4548.75
284,1,31-JAN-24,30-JAN-25,2024,1206,273331.06,4718.77,5000000284,2014,2,5,客车,2900.0,别克,家用,18454.53,品牌D,48.3,74.21,0.144953,0.0315,4.09,0.119811,0,0.0,0.0,1,1,16536.57,3610.89
285,1,15-AUG-22,15-AUG-23,2022,1203,372494.3,9089.17,5000000285,2012,4,9,货车,3400.0,吉利,自用货物,23282.77,品牌B,81.48,0.0,0.124954,0.209777,0.79,0.072547,0,53.18,2719.51,0,1,8103.69,2899.75
286,0,04-JUN-22,04-JUN-23,2022,1203,356746.84,8433.89,5000000286,2014,4,0,轿车,2800.0,别克,商用,0.0,品牌C,89.43,31.81,0.173796,0.099905,7.73,0.13771,1,35.35,4444.71,0,1,0.0,1972.07
287,0,16-OCT-22,16-OCT-23,2022,1206,203982.12,1258.79,5000000287,2022,3,8,皮卡,5700.0,奔驰,家用,22862.08,品牌E,68.27,0.0,0.071057,0.017057,2.42,0.064048,0,79.09,2342.02,0,1,17621.32,1310.59
288,1,19-DEC-22,19-DEC-23,2022,1203,266742.89,6268.32,5000000288,2013,4,9,货车,3000.0,比亚迪,公务,0.0,品牌D,87.71,33.73,0.15534,0.090288,0.86,0.113676,0,59.76,7175.5,0,1,0.0,2194.57
289,0,22-JAN-24,21-JAN-25,2024,1206,298442.0,6019.89,5000000289,2023,3,17,皮卡,4200.0,长安,公务,0.0,品牌B,47.31,0.0,0.132548,0.18656,4.19,0.103751,0,43.43,3924.69,1,1,0.0,1069.41
290,0,08-FEB-24,07-FEB-25,2024,1203,97227.67,754.71,5000000290,2019,3,19,客车,4600.0,奔驰,自用货物,0.0,品牌D,47.0,21.46,0.130236,0.18277,4.42,0.17747,1,43.15,3742.57,1,1,0.0,3987.62
291,1,25-MAR-24,25-MAR-25,2024,1202,382411.07,6386.04,5000000291,2021,7,0,SUV,3300.0,本田,家用,21415.67,品牌D,84.11,49.02,0.077147,0.113667,1.73,0.022052,0,0.0,0.0,0,1,18676.6,3980.54
292,0,27-APR-24,27-APR-25,2024,1205,318816.88,3606.05,5000000292,2022,4,20,皮卡,3600.0,宝马,商用,33978.99,品牌E,36.8,0.0,0.1162,0.144484,0.69,0.18393,1,33.38,2581.3,1,1,5844.93,1882.08
293,0,06-FEB-23,06-FEB-24,2023,1205,312565.91,5319.54,5000000293,2022,2,1,货车,5300.0,本田,商用,0.0,品牌E,37.32,0.0,0.188825,0.052263,0.67,0.12881,0,0.0,0.0,1,1,0.0,6252.77
294,0,29-OCT-22,29-OCT-23,2022,1202,110582.94,811.76,5000000294,2014,4,0,SUV,3100.0,比亚迪,自用货物,0.0,品牌B,53.15,0.0,0.020697,0.261413,2.0,0.097935,0,67.04,3799.37,1,1,0.0,2005.51
295,0,17-NOV-22,17-NOV-23,2022,1201,71600.3,1597.8,5000000295,2019,3,10,客车,5500.0,本田,自用货物,0.0,品牌B,55.56,0.0,0.157827,0.108495,7.42,0.07315,1,78.23,2258.18,0,1,0.0,4694.38
296,1,27-AUG-23,26-AUG-24,2023,1205,196713.61,1535.36,5000000296,2020,7,0,MPV,1700.0,本田,公务,45228.04,品牌E,84.93,0.0,0.173934,0.166976,8.43,0.107919,0,0.0,0.0,0,1,16244.1,2263.48
297,1,11-APR-24,11-APR-25,2024,1202,382893.89,8703.26,5000000297,2019,5,0,SUV,1200.0,别克,商用,0.0,品牌C,36.01,70.89,0.09586,0.101567,6.6,0.040341,1,73.01,6333.01,0,1,0.0,2819.02
298,1,24-AUG-22,24-AUG-23,2022,1206,492325.38,8215.74,5000000298,2012,4,0,SUV,3400.0,比亚迪,商用,3972.59,品牌E,83.93,0.0,0.011375,0.1181,3.2,0.130534,1,36.21,6854.9,1,1,2554.52,4066.81
299,0,21-JUL-22,21-JUL-23,2022,1204,99654.6,1410.3,5000000299,2015,4,18,皮卡,5200.0,奥迪,租赁,0.0,品牌D,64.79,44.04,0.151275,0.200936,7.56,0.126148,0,77.46,3447.0,1,1,0.0,1106.65
300,0,25-JAN-23,25-JAN-24,2023,1203,168594.08,2832.18,5000000300,2015,5,0,MPV,3000.0,大众,租赁,16206.86,品牌E,71.05,0.0,0.134689,0.084718,2.14,0.005158,0,0.0,0.0,0,1,18996.12,3693.78
301,0,03-DEC-23,02-DEC-24,2023,1201,473762.26,3686.93,5000000301,2020,3,9,货车,3900.0,丰田,家用,0.0,品牌A,30.4,0.0,0.135981,0.036714,6.34,0.013459,1,78.05,6353.91,1,1,0.0,3563.15
302,1,02-JUN-23,01-JUN-24,2023,1202,343815.23,7138.62,5000000302,2014,5,0,SUV,1600.0,别克,公务,0.0,品牌D,46.08,71.3,0.087797,0.220015,2.38,0.029669,1,47.53,5405.77,0,1,0.0,1683.73
303,0,19-FEB-24,18-FEB-25,2024,1201,137717.08,1808.25,5000000303,2023,7,0,轿车,2300.0,吉利,公务,0.0,品牌A,92.48,0.0,0.094414,0.288845,4.65,0.020424,1,65.26,4517.91,1,1,0.0,1599.48
304,0,08-JUL-22,08-JUL-23,2022,1206,70698.49,1457.4,5000000304,2012,3,18,货车,5100.0,大众,租赁,0.0,品牌B,39.83,0.0,0.102295,0.227254,6.55,0.143261,1,66.86,2049.85,0,1,0.0,4015.58
305,0,06-MAY-23,05-MAY-24,2023,1202,315200.94,6809.92,5000000305,2018,4,9,皮卡,4800.0,长安,公务,0.0,品牌A,42.06,0.0,0.010493,0.062216,1.3,0.046651,0,60.85,6672.67,1,1,0.0,930.5
306,1,09-AUG-22,09-AUG-23,2022,1203,220555.56,2656.9,5000000306,2012,4,0,SUV,2900.0,宝马,租赁,1228.49,品牌E,78.94,0.0,0.02082,0.161311,8.59,0.140072,0,0.0,0.0,0,1,14607.88,4092.84
307,1,01-NOV-23,31-OCT-24,2023,1201,181493.24,2307.18,5000000307,2021,4,11,皮卡,5900.0,比亚迪,家用,3950.45,品牌C,59.02,21.94,0.053009,0.140229,0.25,0.192551,1,54.84,2831.0,0,1,10888.3,1178.09
308,1,24-MAR-24,24-MAR-25,2024,1204,168614.08,1465.41,5000000308,2022,5,0,SUV,3300.0,大众,商用,0.0,品牌D,59.03,78.84,0.122976,0.06577,8.89,0.147042,1,66.74,4473.42,1,1,0.0,4544.24
309,1,13-JUL-23,12-JUL-24,2023,1204,275818.88,4388.89,5000000309,2020,5,0,SUV,3400.0,大众,公务,0.0,品牌B,62.37,0.0,0.051728,0.244115,3.04,0.134976,0,0.0,0.0,0,1,0.0,3009.78
310,1,11-AUG-23,10-AUG-24,2023,1201,112268.72,750.49,5000000310,2023,2,1,客车,3900.0,吉利,公务,16329.56,品牌D,59.27,78.07,0.022162,0.28371,4.26,0.119255,1,49.98,5138.72,0,1,6884.95,6631.37
311,0,16-JUN-23,15-JUN-24,2023,1202,210062.5,1485.44,5000000311,2018,4,0,SUV,1100.0,奥迪,商用,44119.22,品牌B,78.75,0.0,0.06333,0.261204,8.32,0.148228,1,58.29,3865.58,0,1,13311.47,3345.19
312,1,10-DEC-23,09-DEC-24,2023,1202,372593.06,4529.04,5000000312,2018,2,11,客车,4300.0,宝马,自用货物,0.0,品牌C,57.02,97.89,0.033247,0.215426,7.66,0.039795,0,0.0,0.0,1,1,0.0,4203.44
313,0,07-JAN-24,06-JAN-25,2024,1205,287318.82,6727.82,5000000313,2016,7,0,SUV,3400.0,大众,公务,22004.87,品牌E,95.98,0.0,0.070815,0.066327,2.68,0.006359,0,0.0,0.0,0,1,8029.27,2949.12
314,1,17-JUL-22,17-JUL-23,2022,1204,437386.87,5308.83,5000000314,2019,4,17,客车,4400.0,别克,公务,0.0,品牌B,75.97,0.0,0.126227,0.057403,5.37,0.104572,1,73.68,5522.26,1,1,0.0,4797.56
315,1,06-NOV-22,06-NOV-23,2022,1206,446509.01,2465.31,5000000315,2021,5,0,MPV,1800.0,别克,公务,1682.98,品牌B,65.29,0.0,0.186322,0.092635,3.67,0.153692,1,87.65,2141.31,0,1,14695.34,2880.85
316,1,14-OCT-22,14-OCT-23,2022,1202,308928.54,2277.56,5000000316,2012,2,4,货车,4900.0,宝马,公务,0.0,品牌C,51.16,21.35,0.02973,0.032263,6.33,0.131978,0,46.28,6594.5,0,1,0.0,2431.95
317,1,23-AUG-22,23-AUG-23,2022,1202,137511.57,1195.55,5000000317,2013,2,5,皮卡,5900.0,丰田,商用,0.0,品牌D,82.79,35.76,0.086001,0.267091,1.71,0.185374,1,82.72,3628.28,0,1,0.0,864.74
318,0,22-OCT-23,21-OCT-24,2023,1201,151206.45,2236.95,5000000318,2023,5,0,轿车,1600.0,比亚迪,商用,0.0,品牌B,33.39,0.0,0.143926,0.130887,7.89,0.113716,0,0.0,0.0,0,1,0.0,2199.67
319,0,20-JUN-22,20-JUN-23,2022,1205,87880.22,1183.75,5000000319,2019,7,0,MPV,2100.0,比亚迪,自用货物,0.0,品牌C,66.46,85.21,0.19388,0.109419,3.2,0.034384,0,0.0,0.0,1,1,0.0,1773.95
320,1,21-JUL-23,20-JUL-24,2023,1204,476529.27,6199.58,5000000320,2020,7,0,轿车,2500.0,奥迪,公务,0.0,品牌A,76.65,0.0,0.170027,0.29232,3.75,0.137373,0,80.97,4747.39,0,1,0.0,1843.51
321,1,19-DEC-23,18-DEC-24,2023,1204,369854.19,9562.63,5000000321,2023,5,0,轿车,3000.0,吉利,公务,0.0,品牌A,97.7,0.0,0.07295,0.246418,8.83,0.199138,1,86.81,2728.55,0,1,0.0,2130.52
322,1,31-AUG-23,30-AUG-24,2023,1201,370928.83,8829.26,5000000322,2013,5,0,MPV,1100.0,大众,租赁,0.0,品牌C,55.23,87.16,0.134204,0.265515,5.11,0.097741,0,46.77,3308.44,0,1,0.0,1954.6
323,0,07-SEP-22,07-SEP-23,2022,1205,182708.46,3127.25,5000000323,2021,5,0,轿车,1600.0,本田,家用,0.0,品牌E,97.11,0.0,0.125542,0.120955,5.03,0.048497,0,0.0,0.0,1,1,0.0,1439.74
324,0,20-JUN-23,19-JUN-24,2023,1201,53484.81,1002.87,5000000324,2023,4,7,客车,5700.0,丰田,租赁,0.0,品牌D,97.35,13.6,0.176823,0.240625,7.08,0.147095,1,35.28,4541.98,0,1,0.0,10246.9
325,1,15-JUL-23,14-JUL-24,2023,1206,221863.66,1430.9,5000000325,2018,2,20,货车,4800.0,本田,租赁,1330.94,品牌A,55.37,0.0,0.007902,0.006975,7.72,0.143276,1,63.92,2273.62,0,1,2902.67,7291.51
326,0,11-JUN-23,10-JUN-24,2023,1201,414096.21,3466.35,5000000326,2022,7,0,MPV,1400.0,宝马,家用,0.0,品牌B,86.59,0.0,0.015602,0.292208,1.39,0.087534,0,55.64,5863.28,0,1,0.0,2040.97
327,1,26-FEB-24,25-FEB-25,2024,1204,497541.25,2754.92,5000000327,2022,3,12,客车,3000.0,宝马,家用,0.0,品牌D,80.51,96.36,0.14136,0.18894,6.0,0.081177,1,75.45,6407.2,0,1,0.0,4758.29
328,0,14-MAY-23,13-MAY-24,2023,1206,422538.22,5492.49,5000000328,2021,5,0,轿车,2600.0,奥迪,商用,0.0,品牌E,81.35,0.0,0.057083,0.178731,3.78,0.062216,0,0.0,0.0,0,1,0.0,2693.68
329,1,02-SEP-22,02-SEP-23,2022,1201,493155.06,5645.46,5000000329,2019,5,0,SUV,3000.0,本田,租赁,0.0,品牌D,79.32,31.78,0.158101,0.01406,5.95,0.064294,0,0.0,0.0,1,1,0.0,5250.03
330,0,18-AUG-23,17-AUG-24,2023,1206,133740.4,2637.12,5000000330,2014,2,20,客车,4500.0,别克,租赁,0.0,品牌D,74.45,17.29,0.006448,0.122881,6.64,0.192261,0,0.0,0.0,1,1,0.0,5548.65
331,0,23-OCT-22,23-OCT-23,2022,1206,304160.04,3909.21,5000000331,2021,5,0,MPV,2900.0,奔驰,商用,0.0,品牌D,52.43,34.12,0.041008,0.275281,1.09,0.036383,0,40.26,6168.32,0,1,0.0,3686.07
332,1,10-JUN-23,09-JUN-24,2023,1203,307833.12,7924.88,5000000332,2019,5,0,SUV,2700.0,吉利,公务,0.0,品牌B,65.92,0.0,0.178008,0.017195,9.28,0.065529,0,0.0,0.0,0,1,0.0,2602.73
333,1,02-SEP-23,01-SEP-24,2023,1206,205368.89,3862.47,5000000333,2016,5,0,MPV,2700.0,奥迪,自用货物,0.0,品牌A,80.0,0.0,0.049988,0.224671,2.75,0.1268,0,0.0,0.0,1,1,0.0,1680.26
334,1,19-JUL-22,19-JUL-23,2022,1206,77635.76,1050.42,5000000334,2019,7,0,轿车,3300.0,奥迪,家用,0.0,品牌E,66.67,0.0,0.145204,0.195259,9.26,0.050954,0,69.82,4686.47,1,1,0.0,1646.82
335,1,01-MAR-23,29-FEB-24,2023,1202,292313.53,7285.54,5000000335,2019,5,0,MPV,2500.0,吉利,商用,0.0,品牌A,79.25,0.0,0.078565,0.071431,6.71,0.078266,1,62.65,2524.92,1,1,0.0,2933.22
336,1,08-OCT-23,07-OCT-24,2023,1206,354589.45,7801.96,5000000336,2017,3,10,客车,5300.0,比亚迪,自用货物,3388.36,品牌D,92.9,75.09,0.163195,0.122357,9.15,0.013393,0,41.07,6953.39,0,1,19280.25,5369.8
337,1,15-JUN-23,14-JUN-24,2023,1201,471342.22,11907.69,5000000337,2018,7,0,MPV,2000.0,本田,家用,0.0,品牌B,69.45,0.0,0.129045,0.050273,8.05,0.115001,0,0.0,0.0,0,1,0.0,1942.68
338,0,27-AUG-22,27-AUG-23,2022,1203,477413.76,9450.75,5000000338,2019,4,3,客车,3000.0,奔驰,自用货物,0.0,品牌B,70.92,0.0,0.094816,0.26015,8.6,0.050404,1,61.4,6526.96,1,1,0.0,4494.86
339,0,08-AUG-23,07-AUG-24,2023,1204,229208.75,2377.86,5000000339,2023,4,19,货车,2000.0,本田,自用货物,0.0,品牌E,99.15,0.0,0.08603,0.272848,9.18,0.013057,0,89.68,3268.53,0,1,0.0,3269.99
340,1,14-NOV-22,14-NOV-23,2022,1204,52071.27,1044.96,5000000340,2020,2,14,货车,3100.0,宝马,家用,0.0,品牌B,72.44,0.0,0.149405,0.066341,9.57,0.132484,0,0.0,0.0,1,1,0.0,3089.12
341,1,17-MAR-23,16-MAR-24,2023,1205,447457.3,3785.09,5000000341,2014,5,0,MPV,1500.0,大众,家用,0.0,品牌A,92.88,0.0,0.16041,0.216801,8.43,0.14983,0,61.98,5084.83,0,1,0.0,1464.14
342,1,28-AUG-22,28-AUG-23,2022,1202,233587.19,4589.31,5000000342,2020,4,6,客车,2600.0,比亚迪,家用,0.0,品牌B,84.56,0.0,0.105545,0.052046,0.84,0.004081,0,53.51,1947.66,0,1,0.0,4384.96
343,0,07-MAY-24,07-MAY-25,2024,1201,249708.42,6982.75,5000000343,2019,2,7,皮卡,4200.0,别克,公务,0.0,品牌E,43.8,0.0,0.030337,0.122214,0.01,0.146139,0,0.0,0.0,1,1,0.0,863.69
344,0,20-MAR-24,20-MAR-25,2024,1205,228833.81,4600.23,5000000344,2019,5,0,轿车,2500.0,吉利,商用,0.0,品牌D,37.0,22.91,0.195078,0.067559,9.69,0.056862,0,0.0,0.0,0,1,0.0,2084.98
345,1,06-NOV-22,06-NOV-23,2022,1203,219105.24,3610.78,5000000345,2017,2,12,皮卡,5200.0,大众,自用货物,0.0,品牌B,48.3,0.0,0.113155,0.247453,7.75,0.030099,0,0.0,0.0,1,1,0.0,832.48
346,0,12-SEP-23,11-SEP-24,2023,1206,486488.3,14568.58,5000000346,2017,4,16,皮卡,4000.0,宝马,家用,0.0,品牌A,89.24,0.0,0.192456,0.031848,8.37,0.038409,1,49.18,3820.51,1,1,0.0,1068.4
347,0,02-JUL-22,02-JUL-23,2022,1206,73894.65,465.42,5000000347,2012,4,0,MPV,1100.0,别克,租赁,0.0,品牌E,44.66,0.0,0.032242,0.17974,4.15,0.1886,0,0.0,0.0,0,1,0.0,1651.62
348,1,27-MAY-22,27-MAY-23,2022,1205,386676.63,10469.26,5000000348,2022,4,10,皮卡,2100.0,奥迪,商用,0.0,品牌D,52.9,74.3,0.078171,0.227744,6.58,0.020112,1,60.18,2221.74,1,1,0.0,1652.41
349,1,11-JUL-23,10-JUL-24,2023,1204,477897.29,10888.69,5000000349,2019,2,9,货车,5400.0,大众,家用,0.0,品牌A,87.75,0.0,0.154753,0.225973,0.3,0.105426,0,41.81,2810.19,0,1,0.0,3767.98
350,0,28-AUG-23,27-AUG-24,2023,1206,371126.26,7958.44,5000000350,2023,3,19,皮卡,3900.0,别克,家用,0.0,品牌B,56.61,0.0,0.114006,0.09781,1.7,0.067973,0,0.0,0.0,1,1,0.0,1183.22
351,1,16-APR-24,16-APR-25,2024,1206,478777.4,14347.92,5000000351,2024,5,0,轿车,3200.0,奔驰,商用,45569.97,品牌B,89.06,0.0,0.10881,0.117965,3.54,0.014083,0,67.47,2862.53,1,1,16518.35,4271.67
352,0,03-DEC-23,02-DEC-24,2023,1202,106795.34,899.2,5000000352,2021,4,17,货车,5500.0,大众,公务,0.0,品牌E,56.33,0.0,0.049181,0.17514,3.06,0.089185,1,41.14,4756.27,0,1,0.0,3832.34
353,1,21-JUN-22,21-JUN-23,2022,1202,469603.56,6017.19,5000000353,2016,4,6,客车,4300.0,奥迪,租赁,0.0,品牌D,38.92,80.52,0.191139,0.110603,3.78,0.122053,0,0.0,0.0,1,1,0.0,7045.68
354,1,14-APR-23,13-APR-24,2023,1206,464457.44,12485.19,5000000354,2013,5,0,MPV,2700.0,本田,自用货物,33386.44,品牌C,64.78,79.5,0.022096,0.004016,9.69,0.161726,0,0.0,0.0,1,1,14671.96,2164.76
355,1,24-OCT-22,24-OCT-23,2022,1204,332614.43,2600.22,5000000355,2013,3,4,客车,3600.0,比亚迪,自用货物,0.0,品牌D,56.05,97.1,0.182026,0.212591,3.39,0.065097,0,0.0,0.0,1,1,0.0,3149.71
