SEX,INSR_BEGIN,INSR_END,EFFECTIVE_YR,INSR_TYPE,INSURED_VALUE,PREMIUM,OBJECT_ID,PROD_YEAR,SEATS_NUM,CARRYING_CAPACITY,TYPE_VEHICLE,CCM_TON,MAKE,USAGE,CLAIM_PAID,brand,average_speed,avg_daily_charges,fatigue_driving_ratio,late_night_trip_ratio,avg_late_night_trip_mileage,high_temp_driving_ratio,battery_type_lfp,initial_battery_soc,avg_charge_duration,insurance_commercial_third_party,insurance_compulsory_third_party,average_loss
0,19-OCT-23,18-OCT-24,2023,1206,349977.6,4490.73,5000000114,2020,4,0,轿车,2900.0,长安,商用,0.0,品牌C,54.51,70.35,0.140836,0.216098,8.19,0.150172,0,0.0,0.0,1,1,0.0
0,14-DEC-23,13-DEC-24,2023,1204,494856.08,8234.67,5000000115,2013,5,0,SUV,3200.0,丰田,家用,0.0,品牌B,60.86,0.0,0.180756,0.110855,6.19,0.149773,0,0.0,0.0,1,1,0.0
0,19-OCT-22,19-OCT-23,2022,1201,360951.07,6557.29,5000000116,2017,4,5,皮卡,4300.0,奔驰,租赁,0.0,品牌A,94.64,0.0,0.015835,0.179036,4.13,0.199386,0,0.0,0.0,0,1,0.0
0,16-JAN-24,15-JAN-25,2024,1201,323578.12,9136.83,5000000117,2015,3,6,皮卡,3500.0,吉利,租赁,0.0,品牌C,86.21,89.83,0.180583,0.147004,5.65,0.132817,0,0.0,0.0,0,1,0.0
1,16-FEB-23,16-FEB-24,2023,1205,382939.01,3554.85,5000000118,2020,7,0,SUV,1700.0,奔驰,租赁,25690.2,品牌C,73.0,85.09,0.153854,0.140091,0.89,0.138237,0,0.0,0.0,1,1,13144.94
0,24-OCT-23,23-OCT-24,2023,1203,102883.23,1758.51,5000000119,2018,5,0,轿车,2400.0,大众,公务,0.0,品牌B,63.06,0.0,0.128501,0.203146,0.98,0.150552,0,0.0,0.0,1,1,0.0
1,12-DEC-23,11-DEC-24,2023,1203,406123.59,11940.21,5000000120,2021,5,0,SUV,2800.0,别克,自用货物,0.0,品牌D,54.63,28.13,0.136264,0.029427,7.73,0.161246,0,0.0,0.0,0,1,0.0
1,30-APR-24,30-APR-25,2024,1203,228029.82,5715.46,5000000121,2016,2,14,客车,3200.0,奥迪,自用货物,0.0,品牌D,61.28,10.18,0.105338,0.291534,3.23,0.171029,0,0.0,0.0,0,1,0.0
1,14-DEC-22,14-DEC-23,2022,1204,334547.66,3594.51,5000000122,2018,7,0,SUV,1200.0,比亚迪,公务,0.0,品牌A,42.54,0.0,0.068761,0.281544,8.79,0.022537,0,34.21,3968.65,0,1,0.0
1,21-FEB-24,20-FEB-25,2024,1202,107423.02,1782.87,5000000123,2014,5,0,SUV,3000.0,宝马,商用,14139.73,品牌A,79.63,0.0,0.002273,0.034835,1.25,0.08185,0,0.0,0.0,1,1,10448.12
1,25-FEB-24,24-FEB-25,2024,1204,249326.06,6258.02,5000000124,2021,5,0,SUV,3100.0,长安,自用货物,39458.62,品牌B,58.97,0.0,0.158391,0.239617,6.39,0.191093,0,46.4,2357.17,1,1,2239.72
1,04-APR-24,04-APR-25,2024,1202,258035.96,4063.41,5000000125,2020,3,16,货车,2300.0,本田,公务,0.0,品牌A,37.46,0.0,0.03621,0.167806,0.52,0.158688,0,39.26,4336.79,0,1,0.0
0,27-APR-23,26-APR-24,2023,1204,189492.75,4135.12,5000000126,2018,7,0,轿车,3100.0,奥迪,商用,0.0,品牌D,83.7,82.44,0.129748,0.164473,0.36,0.137877,1,56.79,2886.28,0,1,0.0
1,25-MAY-22,25-MAY-23,2022,1202,392236.92,7220.81,5000000127,2013,5,0,轿车,2800.0,大众,公务,25750.83,品牌D,61.0,97.94,0.151137,0.054949,4.6,0.041394,1,56.59,3868.36,1,1,19591.02
0,09-OCT-23,08-OCT-24,2023,1202,175057.84,3786.07,5000000128,2020,4,11,客车,3300.0,丰田,公务,0.0,品牌C,66.71,85.01,0.034816,0.243314,0.63,0.179644,0,85.32,5529.71,1,1,0.0
0,13-MAY-23,12-MAY-24,2023,1203,298278.96,7740.86,5000000129,2015,2,19,皮卡,2600.0,别克,自用货物,0.0,品牌E,56.43,0.0,0.14301,0.033307,8.55,0.024796,0,0.0,0.0,1,1,0.0
1,05-JUN-22,05-JUN-23,2022,1201,253429.17,4127.47,5000000130,2016,3,9,客车,2300.0,宝马,家用,0.0,品牌B,87.66,0.0,0.185672,0.165319,4.83,0.187616,0,0.0,0.0,0,1,0.0
0,02-NOV-23,01-NOV-24,2023,1205,77687.67,1944.17,5000000131,2021,7,0,轿车,1700.0,宝马,家用,0.0,品牌B,42.76,0.0,0.085272,0.017367,8.84,0.073117,1,32.32,6144.47,1,1,0.0
0,04-SEP-22,04-SEP-23,2022,1204,168779.62,3810.26,5000000132,2012,7,0,轿车,2000.0,别克,商用,44394.85,品牌C,65.91,88.08,0.079547,0.271985,1.62,0.152538,1,46.32,2376.79,1,1,15512.75
1,28-DEC-23,27-DEC-24,2023,1203,278355.08,5924.47,5000000133,2013,4,18,货车,5600.0,大众,家用,19326.4,品牌D,43.7,94.36,0.061241,0.236448,1.5,0.056561,0,0.0,0.0,1,1,1130.3
1,26-DEC-23,25-DEC-24,2023,1201,406932.91,4214.84,5000000134,2022,7,0,轿车,2700.0,本田,租赁,35330.94,品牌C,59.35,18.98,0.085862,0.216686,1.49,0.027751,0,46.97,6012.59,1,1,7999.53
0,26-SEP-23,25-SEP-24,2023,1202,88969.23,2306.11,5000000135,2023,4,0,SUV,2600.0,比亚迪,公务,22187.58,品牌A,62.8,0.0,0.158705,0.141404,6.86,0.102757,1,68.89,5745.18,0,1,19578.5
1,23-NOV-22,23-NOV-23,2022,1206,216925.84,4041.7,5000000136,2022,5,0,SUV,2200.0,吉利,公务,0.0,品牌C,80.92,15.08,0.012015,0.213109,4.83,0.119088,0,0.0,0.0,0,1,0.0
0,16-JAN-24,15-JAN-25,2024,1202,114122.71,3294.85,5000000137,2014,2,18,客车,3500.0,长安,商用,0.0,品牌B,30.74,0.0,0.035868,0.158699,1.97,0.019539,1,38.68,6884.56,1,1,0.0
1,25-JAN-24,24-JAN-25,2024,1201,151940.27,3174.41,5000000138,2020,5,0,MPV,3100.0,丰田,自用货物,0.0,品牌B,31.53,0.0,0.114904,0.19861,6.16,0.094269,0,0.0,0.0,1,1,0.0
0,20-APR-24,20-APR-25,2024,1204,318470.42,3143.34,5000000139,2022,3,9,货车,2600.0,比亚迪,商用,14751.9,品牌B,83.77,0.0,0.111596,0.023426,9.54,0.196887,0,0.0,0.0,1,1,10554.29
1,05-MAR-23,04-MAR-24,2023,1202,202011.5,3613.91,5000000140,2021,4,0,MPV,2600.0,宝马,公务,46142.07,品牌E,84.23,0.0,0.098381,0.147495,4.49,0.00263,1,32.83,4174.97,1,1,18526.8
0,22-JUL-23,21-JUL-24,2023,1203,103947.69,599.87,5000000141,2017,7,0,SUV,3500.0,别克,自用货物,0.0,品牌E,40.14,0.0,0.044969,0.031936,6.08,0.170903,1,70.59,4992.83,0,1,0.0
1,12-JUN-22,12-JUN-23,2022,1205,308009.13,5944.07,5000000142,2012,4,20,客车,4500.0,比亚迪,自用货物,33062.83,品牌E,39.13,0.0,0.001349,0.112108,4.9,0.047563,1,71.62,6887.04,1,1,6458.07
1,12-SEP-22,12-SEP-23,2022,1206,450384.31,3580.18,5000000143,2015,5,0,SUV,3000.0,丰田,家用,0.0,品牌D,58.8,44.93,0.146019,0.000588,7.23,0.15798,0,0.0,0.0,1,1,0.0
0,15-MAR-24,15-MAR-25,2024,1205,479515.63,12527.09,5000000144,2017,4,0,SUV,3000.0,大众,公务,0.0,品牌B,92.84,0.0,0.119816,0.232513,3.53,0.160741,0,45.61,2787.57,0,1,0.0
1,01-JUN-22,01-JUN-23,2022,1203,388425.22,11377.0,5000000145,2014,7,0,轿车,3000.0,本田,商用,0.0,品牌E,57.29,0.0,0.080478,0.179993,4.39,0.053667,0,0.0,0.0,1,1,0.0
0,28-MAY-22,28-MAY-23,2022,1206,427646.64,3094.99,5000000146,2015,2,13,客车,5300.0,别克,公务,0.0,品牌B,43.41,0.0,0.094266,0.004875,0.54,0.086458,0,0.0,0.0,1,1,0.0
1,03-OCT-22,03-OCT-23,2022,1201,227541.42,3096.64,5000000147,2014,4,6,货车,5100.0,比亚迪,租赁,0.0,品牌A,42.63,0.0,0.088206,0.023943,4.56,0.191119,0,0.0,0.0,1,1,0.0
1,22-JUN-23,21-JUN-24,2023,1201,166599.5,2080.27,5000000148,2022,4,7,客车,3800.0,比亚迪,商用,0.0,品牌D,68.03,42.45,0.114136,0.20524,8.08,0.03093,0,79.49,2096.85,0,1,0.0
1,09-JAN-23,09-JAN-24,2023,1201,406818.67,5153.36,5000000149,2020,4,14,客车,4000.0,本田,租赁,0.0,品牌D,37.31,58.24,0.005067,0.051577,4.26,0.056452,0,0.0,0.0,0,1,0.0
1,10-NOV-23,09-NOV-24,2023,1201,69181.5,526.3,5000000150,2019,5,0,MPV,1500.0,比亚迪,租赁,43718.0,品牌E,36.0,0.0,0.002541,0.261222,9.32,0.154332,0,40.53,4996.06,1,1,14041.08
1,18-OCT-23,17-OCT-24,2023,1205,367780.54,4141.72,5000000151,2022,4,7,客车,2200.0,奥迪,租赁,42120.6,品牌B,77.25,0.0,0.095426,0.228778,6.34,0.176032,0,0.0,0.0,0,1,14001.01
1,02-JUL-23,01-JUL-24,2023,1205,274632.45,1570.06,5000000152,2022,3,14,客车,3000.0,丰田,商用,0.0,品牌B,85.15,0.0,0.031602,0.144318,6.11,0.090383,0,0.0,0.0,0,1,0.0
1,11-SEP-23,10-SEP-24,2023,1202,432189.98,12646.56,5000000153,2015,4,0,MPV,1900.0,奔驰,自用货物,0.0,品牌E,31.85,0.0,0.142316,0.28738,5.9,0.104396,1,42.12,3278.42,1,1,0.0
0,05-MAY-23,04-MAY-24,2023,1206,211501.57,5989.01,5000000154,2015,5,0,MPV,2200.0,长安,商用,0.0,品牌B,97.5,0.0,0.060546,0.152492,1.44,0.121308,1,67.81,3292.24,0,1,0.0
0,21-APR-23,20-APR-24,2023,1205,484165.23,14474.65,5000000155,2021,2,8,货车,3100.0,宝马,公务,0.0,品牌E,98.61,0.0,0.068167,0.057847,7.76,0.153178,0,0.0,0.0,0,1,0.0
1,06-MAR-24,06-MAR-25,2024,1204,283339.93,7614.28,5000000156,2016,5,0,轿车,1200.0,长安,公务,45586.63,品牌D,86.77,54.52,0.195582,0.278859,7.0,0.025888,0,0.0,0.0,1,1,15636.06
1,10-NOV-22,10-NOV-23,2022,1203,471176.07,8765.06,5000000157,2019,4,0,轿车,1500.0,奥迪,家用,14907.4,品牌A,60.65,0.0,0.019978,0.257691,8.54,0.125599,0,0.0,0.0,0,1,8859.5
1,25-JUN-22,25-JUN-23,2022,1205,179316.73,4570.85,5000000158,2012,5,0,SUV,3100.0,长安,公务,14798.28,品牌C,76.45,68.65,0.118951,0.097133,0.94,0.056567,0,34.95,4056.3,0,1,10951.43
1,19-MAY-23,18-MAY-24,2023,1204,497200.37,13039.29,5000000159,2013,4,0,SUV,2400.0,吉利,租赁,0.0,品牌B,63.47,0.0,0.048483,0.257262,5.1,0.179776,0,0.0,0.0,0,1,0.0
1,16-AUG-23,15-AUG-24,2023,1204,484014.78,9408.33,5000000160,2014,2,18,货车,4800.0,丰田,公务,14341.09,品牌C,71.62,80.25,0.159248,0.227898,4.67,0.009273,0,0.0,0.0,1,1,7197.54
1,12-JUN-23,11-JUN-24,2023,1203,415088.33,10577.19,5000000161,2016,2,6,客车,2000.0,别克,自用货物,0.0,品牌B,66.68,0.0,0.005595,0.037504,5.31,0.170749,1,48.16,2805.76,0,1,0.0
0,22-FEB-23,22-FEB-24,2023,1203,307619.38,5011.6,5000000162,2020,7,0,轿车,2400.0,奥迪,家用,0.0,品牌E,91.48,0.0,0.068228,0.268377,8.11,0.141192,0,71.5,2493.49,0,1,0.0
1,16-DEC-23,15-DEC-24,2023,1205,375574.34,8304.94,5000000163,2014,2,11,皮卡,5800.0,长安,家用,23785.4,品牌C,94.77,35.96,0.025131,0.108927,6.89,0.048888,1,67.18,4272.9,0,1,12240.11
1,30-JUN-22,30-JUN-23,2022,1201,382178.37,7456.78,5000000164,2017,5,0,MPV,2100.0,奥迪,租赁,0.0,品牌B,52.59,0.0,0.016585,0.105367,7.68,0.076868,0,0.0,0.0,1,1,0.0
1,09-FEB-24,08-FEB-25,2024,1202,275219.02,8220.86,5000000165,2021,4,2,皮卡,4800.0,比亚迪,租赁,0.0,品牌E,46.69,0.0,0.029669,0.032707,9.95,0.15631,0,0.0,0.0,0,1,0.0
0,21-SEP-23,20-SEP-24,2023,1206,102431.23,2814.14,5000000166,2013,7,0,MPV,2600.0,大众,家用,0.0,品牌E,95.53,0.0,0.046186,0.089272,5.42,0.172923,0,79.49,5844.35,1,1,0.0
1,02-AUG-23,01-AUG-24,2023,1205,83083.75,1383.59,5000000167,2020,2,3,货车,4100.0,丰田,公务,36752.53,品牌A,40.28,0.0,0.130318,0.168233,2.12,0.007616,0,0.0,0.0,1,1,5738.24
0,28-NOV-23,27-NOV-24,2023,1206,73590.32,770.07,5000000168,2013,4,1,客车,3100.0,奔驰,商用,0.0,品牌C,59.56,95.63,0.138749,0.063686,1.24,0.184155,0,72.31,5143.76,0,1,0.0
1,29-SEP-23,28-SEP-24,2023,1201,178641.64,4118.05,5000000169,2016,7,0,SUV,2700.0,别克,自用货物,0.0,品牌E,38.23,0.0,0.12989,0.03724,6.44,0.091876,0,32.22,2825.27,0,1,0.0
1,18-MAY-23,17-MAY-24,2023,1203,249394.09,5584.19,5000000170,2017,7,0,MPV,1800.0,宝马,商用,7642.56,品牌D,34.83,61.47,0.060895,0.017092,0.94,0.051429,1,52.75,3351.7,0,1,1895.8
1,21-AUG-22,21-AUG-23,2022,1203,498818.74,5128.9,5000000171,2020,3,13,客车,3100.0,吉利,公务,0.0,品牌C,31.83,81.41,0.141167,0.07732,0.39,0.148609,0,0.0,0.0,1,1,0.0
0,04-SEP-23,03-SEP-24,2023,1203,339342.07,3117.84,5000000172,2018,4,15,货车,4700.0,奥迪,公务,2473.44,品牌A,45.88,0.0,0.122787,0.213268,0.34,0.052256,0,47.62,6780.83,0,1,14518.99
1,30-NOV-22,30-NOV-23,2022,1202,448047.64,5677.02,5000000173,2022,7,0,SUV,1100.0,比亚迪,公务,0.0,品牌E,74.19,0.0,0.04846,0.237415,0.44,0.190244,0,38.99,2658.47,0,1,0.0
1,11-JUL-23,10-JUL-24,2023,1202,326243.17,4058.68,5000000174,2018,4,1,客车,2600.0,吉利,租赁,0.0,品牌E,40.48,0.0,0.186415,0.194708,0.47,0.095879,0,0.0,0.0,1,1,0.0
0,30-SEP-22,30-SEP-23,2022,1201,368749.14,7900.53,5000000175,2020,2,4,皮卡,4400.0,吉利,自用货物,0.0,品牌A,57.92,0.0,0.081303,0.155274,7.92,0.008888,0,34.37,6814.24,1,1,0.0
1,04-MAR-23,03-MAR-24,2023,1201,408019.25,3006.06,5000000176,2017,5,0,SUV,3400.0,比亚迪,公务,0.0,品牌A,32.51,0.0,0.011647,0.287277,0.25,0.046011,0,0.0,0.0,1,1,0.0
1,19-MAY-23,18-MAY-24,2023,1203,86849.12,2552.54,5000000177,2016,3,1,客车,4100.0,奔驰,家用,0.0,品牌E,43.97,0.0,0.11886,0.233588,3.24,0.021555,1,85.72,2107.76,0,1,0.0
0,06-NOV-22,06-NOV-23,2022,1203,220436.01,6453.53,5000000178,2022,5,0,MPV,2200.0,奔驰,商用,0.0,品牌D,30.31,46.3,0.035282,0.064985,7.66,0.058676,0,0.0,0.0,1,1,0.0
1,02-FEB-23,02-FEB-24,2023,1202,231471.68,5722.02,5000000179,2018,7,0,轿车,2900.0,长安,租赁,10081.52,品牌A,42.77,0.0,0.096208,0.023878,1.56,0.021719,0,89.68,3868.06,0,1,1191.95
1,10-OCT-23,09-OCT-24,2023,1203,247362.38,4471.52,5000000180,2018,4,1,皮卡,4400.0,奔驰,租赁,0.0,品牌E,90.33,0.0,0.119515,0.067823,7.76,0.191983,0,31.94,5522.87,0,1,0.0
1,10-MAY-24,10-MAY-25,2024,1202,247077.05,3468.01,5000000181,2022,4,3,皮卡,2500.0,吉利,家用,0.0,品牌D,48.58,30.19,0.197077,0.22922,8.59,0.000645,0,75.65,3060.56,0,1,0.0
0,26-FEB-24,25-FEB-25,2024,1201,93223.49,1602.87,5000000182,2015,4,11,皮卡,5900.0,本田,公务,0.0,品牌B,66.4,0.0,0.08877,0.031098,9.1,0.048271,0,0.0,0.0,1,1,0.0
1,08-OCT-22,08-OCT-23,2022,1201,353912.23,10178.08,5000000183,2014,5,0,SUV,2600.0,奔驰,租赁,27905.1,品牌C,56.75,27.06,0.154963,0.134607,7.12,0.089775,0,0.0,0.0,1,1,10077.12
0,22-AUG-22,22-AUG-23,2022,1204,323676.15,3217.12,5000000184,2012,2,3,货车,2800.0,长安,家用,12221.2,品牌B,92.02,0.0,0.140335,0.077414,7.71,0.080492,0,0.0,0.0,1,1,10255.18
0,28-FEB-24,27-FEB-25,2024,1204,478176.69,8623.77,5000000185,2019,7,0,轿车,3200.0,别克,租赁,33136.27,品牌B,31.95,0.0,0.185561,0.276309,5.56,0.059451,0,38.12,7116.5,0,1,1643.81
0,14-MAR-24,14-MAR-25,2024,1204,177680.25,2346.26,5000000186,2015,4,2,皮卡,2200.0,大众,商用,0.0,品牌A,78.13,0.0,0.184068,0.040842,0.44,0.095844,1,30.43,2211.91,0,1,0.0
1,18-JUN-22,18-JUN-23,2022,1205,317080.41,2875.0,5000000187,2014,4,19,货车,2800.0,奔驰,自用货物,0.0,品牌E,38.18,0.0,0.080836,0.193002,5.07,0.157265,1,48.29,3847.37,1,1,0.0
1,03-APR-24,03-APR-25,2024,1204,458260.76,10784.44,5000000188,2016,4,19,客车,3800.0,吉利,自用货物,34397.67,品牌B,81.77,0.0,0.034339,0.214461,5.89,0.146648,1,40.44,7023.25,1,1,6326.42
1,01-SEP-23,31-AUG-24,2023,1206,471282.46,10556.08,5000000189,2020,4,0,轿车,3300.0,比亚迪,家用,0.0,品牌C,96.74,92.84,0.144399,0.021093,7.87,0.140812,0,66.73,6620.55,0,1,0.0
1,28-DEC-23,27-DEC-24,2023,1204,344774.5,4222.17,5000000190,2018,5,0,SUV,1800.0,本田,商用,0.0,品牌A,80.56,0.0,0.055739,0.235977,6.86,0.011719,0,0.0,0.0,0,1,0.0
0,03-MAR-23,02-MAR-24,2023,1204,225639.3,6065.42,5000000191,2021,7,0,SUV,1100.0,长安,家用,0.0,品牌E,37.92,0.0,0.010299,0.224974,8.5,0.185558,0,0.0,0.0,0,1,0.0
0,31-OCT-23,30-OCT-24,2023,1206,471833.13,8909.91,5000000192,2020,4,0,MPV,2300.0,丰田,租赁,0.0,品牌C,87.65,45.28,0.091865,0.235963,4.39,0.015466,1,80.03,6449.59,1,1,0.0
1,20-MAY-22,20-MAY-23,2022,1201,401326.47,2463.04,5000000193,2018,3,9,客车,2800.0,长安,公务,0.0,品牌A,31.06,0.0,0.128484,0.003325,8.19,0.098713,0,83.51,4674.0,1,1,0.0
0,14-JUL-22,14-JUL-23,2022,1206,406378.07,3728.99,5000000194,2022,7,0,SUV,2600.0,宝马,商用,0.0,品牌D,50.9,92.96,0.088368,0.09309,2.2,0.175726,0,0.0,0.0,1,1,0.0
1,30-OCT-22,30-OCT-23,2022,1203,481466.12,5801.87,5000000195,2014,4,0,SUV,1700.0,长安,家用,0.0,品牌A,99.97,0.0,0.167818,0.255785,5.21,0.080726,0,0.0,0.0,0,1,0.0
1,13-APR-24,13-APR-25,2024,1203,285247.64,2936.57,5000000196,2015,7,0,轿车,2000.0,长安,自用货物,0.0,品牌C,30.79,80.4,0.101569,0.019839,0.07,0.073103,0,89.48,3444.34,1,1,0.0
0,16-AUG-22,16-AUG-23,2022,1203,123425.32,3663.66,5000000197,2014,7,0,MPV,2500.0,别克,公务,0.0,品牌B,93.08,0.0,0.150067,0.026858,0.49,0.002334,0,0.0,0.0,1,1,0.0
0,23-MAR-24,23-MAR-25,2024,1202,62968.89,923.69,5000000198,2018,5,0,轿车,3300.0,吉利,租赁,0.0,品牌A,47.16,0.0,0.186681,0.158704,7.62,0.126063,1,71.71,4002.39,1,1,0.0
1,26-OCT-23,25-OCT-24,2023,1205,414872.74,3388.13,5000000199,2022,7,0,MPV,2500.0,宝马,自用货物,17771.1,品牌A,81.59,0.0,0.084398,0.114158,8.23,0.173,0,0.0,0.0,1,1,2676.73
0,19-SEP-22,19-SEP-23,2022,1202,250393.15,2829.98,5000000200,2021,2,14,货车,5200.0,比亚迪,商用,0.0,品牌B,47.66,0.0,0.151488,0.222609,6.49,0.193222,1,70.74,3828.69,0,1,0.0
0,29-MAR-24,29-MAR-25,2024,1201,455262.17,7127.96,5000000201,2015,7,0,MPV,1700.0,宝马,租赁,0.0,品牌C,67.44,96.82,0.023233,0.099719,1.66,0.006219,0,0.0,0.0,0,1,0.0
0,15-SEP-23,14-SEP-24,2023,1206,481240.07,14105.66,5000000202,2014,3,9,货车,2400.0,长安,家用,46983.7,品牌D,91.3,63.13,0.118971,0.151811,9.37,0.071671,0,0.0,0.0,1,1,4909.24
1,27-JAN-24,26-JAN-25,2024,1206,178818.22,3235.28,5000000203,2019,5,0,轿车,2300.0,本田,自用货物,0.0,品牌E,42.92,0.0,0.183896,0.249011,6.04,0.062528,0,0.0,0.0,0,1,0.0
1,08-JAN-23,08-JAN-24,2023,1203,375798.33,8986.97,5000000204,2020,4,8,皮卡,5300.0,长安,商用,0.0,品牌A,91.03,0.0,0.008415,0.057832,4.88,0.162995,0,0.0,0.0,1,1,0.0
1,12-JAN-23,12-JAN-24,2023,1205,255917.65,6686.42,5000000205,2016,3,19,货车,3300.0,比亚迪,租赁,27428.34,品牌A,34.31,0.0,0.033006,0.175949,8.97,0.177569,0,33.69,5420.9,0,1,1418.11
1,18-APR-24,18-APR-25,2024,1204,326585.85,9364.29,5000000206,2022,2,4,货车,2800.0,吉利,商用,0.0,品牌C,70.56,84.47,0.174547,0.076853,0.81,0.196138,0,0.0,0.0,1,1,0.0
0,06-OCT-23,05-OCT-24,2023,1204,101078.04,1832.44,5000000207,2018,5,0,MPV,2700.0,奔驰,家用,0.0,品牌C,70.05,34.01,0.050247,0.004191,7.22,0.174764,1,59.23,6394.34,0,1,0.0
1,28-OCT-23,27-OCT-24,2023,1205,421384.94,2356.15,5000000208,2016,3,8,货车,5200.0,奔驰,家用,0.0,品牌C,31.82,48.89,0.142496,0.208971,4.86,0.116777,0,0.0,0.0,1,1,0.0
1,19-DEC-23,18-DEC-24,2023,1206,476763.08,13462.11,5000000209,2016,5,0,轿车,2200.0,大众,租赁,0.0,品牌E,38.93,0.0,0.180879,0.232928,6.29,0.10385,1,48.53,2072.87,0,1,0.0
0,12-DEC-22,12-DEC-23,2022,1205,100336.29,1973.78,5000000210,2015,4,0,轿车,1900.0,大众,家用,0.0,品牌E,78.2,0.0,0.059674,0.091257,2.23,0.153426,0,0.0,0.0,1,1,0.0
1,10-APR-23,09-APR-24,2023,1206,301658.45,5011.03,5000000211,2017,2,5,客车,4400.0,宝马,租赁,0.0,品牌C,80.44,48.77,0.104241,0.262869,9.4,0.138049,0,0.0,0.0,0,1,0.0
0,27-DEC-22,27-DEC-23,2022,1205,363533.37,9822.49,5000000212,2018,7,0,轿车,3500.0,本田,家用,0.0,品牌C,76.36,59.54,0.009354,0.094196,3.12,0.012648,0,34.89,6600.33,1,1,0.0
1,19-JAN-24,18-JAN-25,2024,1201,349333.19,4183.42,5000000213,2018,2,8,客车,3000.0,丰田,租赁,0.0,品牌B,79.17,0.0,0.045128,0.061173,6.3,0.174092,1,76.22,3069.88,1,1,0.0
0,23-SEP-22,23-SEP-23,2022,1201,203589.01,3545.52,5000000214,2015,3,18,皮卡,4000.0,奥迪,家用,0.0,品牌E,62.68,0.0,0.101659,0.208695,6.48,0.143667,0,35.75,5614.22,1,1,0.0
1,04-JUN-23,03-JUN-24,2023,1205,351778.5,3792.06,5000000215,2017,3,3,客车,3100.0,大众,公务,0.0,品牌B,35.32,0.0,0.046721,0.221795,6.07,0.008178,0,0.0,0.0,0,1,0.0
1,13-AUG-22,13-AUG-23,2022,1205,143128.13,3844.19,5000000216,2016,3,7,货车,4500.0,宝马,租赁,12150.43,品牌A,88.42,0.0,0.065049,0.045824,6.35,0.132276,1,49.67,2556.87,1,1,14999.78
1,21-SEP-23,20-SEP-24,2023,1204,482158.51,9181.08,5000000217,2023,4,0,SUV,1900.0,本田,商用,19241.23,品牌E,70.11,0.0,0.156722,0.087865,3.74,0.198054,0,88.89,5593.63,1,1,4037.63
0,14-NOV-22,14-NOV-23,2022,1202,328722.29,2565.39,5000000218,2019,2,15,皮卡,5800.0,长安,自用货物,33576.67,品牌C,66.06,15.0,0.144062,0.149705,8.51,0.111734,0,0.0,0.0,1,1,9677.53
0,01-NOV-22,01-NOV-23,2022,1206,353524.68,6515.46,5000000219,2018,4,0,SUV,1500.0,奥迪,商用,0.0,品牌A,35.54,0.0,0.071891,0.274021,6.1,0.10674,0,49.28,5554.09,0,1,0.0
0,12-MAR-23,11-MAR-24,2023,1205,189502.1,4838.08,5000000220,2021,2,2,货车,2000.0,大众,公务,0.0,品牌C,39.01,59.44,0.071136,0.064258,1.44,0.007919,1,67.14,6433.92,1,1,0.0
0,29-SEP-23,28-SEP-24,2023,1204,363392.66,9362.37,5000000221,2016,4,0,MPV,1600.0,吉利,家用,16472.71,品牌C,38.81,63.68,0.036719,0.279217,3.3,0.078747,0,0.0,0.0,1,1,7994.13
1,17-MAR-24,17-MAR-25,2024,1205,377818.32,10613.35,5000000222,2017,5,0,轿车,3400.0,大众,公务,3613.38,品牌B,96.61,0.0,0.163266,0.273246,0.24,0.041011,1,56.86,3610.63,0,1,2137.3
1,15-FEB-23,15-FEB-24,2023,1205,216202.77,2603.53,5000000223,2014,4,0,SUV,2300.0,宝马,自用货物,0.0,品牌D,83.14,85.36,0.066742,0.2947,1.29,0.002629,1,65.24,4696.46,0,1,0.0
0,27-OCT-22,27-OCT-23,2022,1201,215832.7,5096.27,5000000224,2012,2,5,皮卡,2400.0,奔驰,租赁,0.0,品牌A,63.05,0.0,0.034544,0.079123,5.38,0.10718,0,0.0,0.0,0,1,0.0
0,06-NOV-23,05-NOV-24,2023,1203,436803.0,11492.95,5000000225,2018,5,0,SUV,1900.0,丰田,商用,0.0,品牌E,61.63,0.0,0.078869,0.287737,5.68,0.053002,0,0.0,0.0,0,1,0.0
1,12-MAY-23,11-MAY-24,2023,1203,491670.63,9334.58,5000000226,2015,4,5,货车,5500.0,丰田,家用,0.0,品牌A,64.88,0.0,0.00194,0.251501,1.78,0.173158,0,0.0,0.0,0,1,0.0
1,03-MAR-24,03-MAR-25,2024,1206,249876.87,1957.4,5000000227,2018,5,0,SUV,1800.0,长安,租赁,0.0,品牌C,50.16,58.73,0.057973,0.130866,8.99,0.025202,1,43.01,5925.87,1,1,0.0
1,23-MAY-22,23-MAY-23,2022,1204,164586.01,2443.59,5000000228,2017,5,0,SUV,2900.0,奔驰,商用,35659.64,品牌C,72.45,86.72,0.089313,0.011811,2.89,0.084046,0,0.0,0.0,1,1,18161.03
1,26-FEB-24,25-FEB-25,2024,1204,329904.61,9711.78,5000000229,2014,2,5,客车,5200.0,丰田,家用,0.0,品牌B,89.81,0.0,0.083705,0.091376,7.73,0.108014,0,37.96,5338.2,0,1,0.0
1,19-OCT-23,18-OCT-24,2023,1201,356192.02,6615.83,5000000230,2018,3,17,货车,4000.0,本田,家用,0.0,品牌C,96.1,23.25,0.186737,0.178327,1.13,0.052069,0,0.0,0.0,1,1,0.0
